failure_id,payment_id,customer_id,subscription_id,amount,failure_reason,behavior_profile,selected_action,estimated_recovery_probability,action_cost,expected_net_value,decision_margin
FAIL_000323,PAY_002174,CUST_0128,SUB_0128,14456.27,AUTHENTICATION_FAILED,high_value_loyal,WAIT_AND_RETRY,0.5053,2.0,7302.14,696.43
FAIL_001551,PAY_010344,CUST_0609,SUB_0609,1520.27,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3651,2.0,553.06,67.04
FAIL_000512,PAY_003464,CUST_0204,SUB_0204,213.4,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3399,2.0,70.53,9.93
FAIL_002197,PAY_013971,CUST_0816,SUB_0816,9124.45,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.4815,2.0,4391.6,437.4
FAIL_001882,PAY_012117,CUST_0708,SUB_0708,1097.17,BANK_DECLINED,normal,WAIT_AND_RETRY,0.4284,2.0,468.0,51.95
FAIL_000178,PAY_001106,CUST_0073,SUB_0073,1637.14,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3728,2.0,608.31,72.84
FAIL_001084,PAY_007330,CUST_0436,SUB_0436,829.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3741,2.0,308.3,37.46
FAIL_002473,PAY_015227,CUST_0893,SUB_0893,2414.17,NETWORK_ERROR,normal,WAIT_AND_RETRY,0.5537,2.0,1334.81,116.89
FAIL_001409,PAY_009258,CUST_0550,SUB_0550,7064.05,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.5393,2.0,3807.7,340.99
FAIL_001471,PAY_009670,CUST_0574,SUB_0574,918.08,LIMIT_EXCEEDED,reliable,WAIT_AND_RETRY,0.4381,2.0,400.25,43.94
FAIL_000397,PAY_002646,CUST_0156,SUB_0156,985.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3749,2.0,367.51,44.36
FAIL_001557,PAY_010374,CUST_0610,SUB_0610,11684.35,INSUFFICIENT_FUNDS,high_value_loyal,WAIT_AND_RETRY,0.545,2.0,6366.36,562.89
FAIL_000380,PAY_002556,CUST_0151,SUB_0151,1459.65,CARD_EXPIRED,friction_prone,WAIT_AND_RETRY,0.3612,2.0,525.26,64.07
FAIL_000419,PAY_002728,CUST_0161,SUB_0161,9716.42,LIMIT_EXCEEDED,high_value_loyal,WAIT_AND_RETRY,0.4554,2.0,4422.79,460.34
FAIL_001379,PAY_009095,CUST_0537,SUB_0537,547.66,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3373,2.0,182.73,23.82
FAIL_000882,PAY_005955,CUST_0361,SUB_0361,1451.55,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4729,2.0,684.45,70.2
FAIL_000637,PAY_004303,CUST_0252,SUB_0252,609.3,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.3991,2.0,241.17,28.56
FAIL_001139,PAY_007742,CUST_0457,SUB_0457,1961.94,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3819,2.0,747.31,88.06
FAIL_001394,PAY_009174,CUST_0545,SUB_0545,321.75,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.401,2.0,127.02,15.58
FAIL_001732,PAY_011352,CUST_0667,SUB_0667,651.62,NETWORK_ERROR,low_engagement,WAIT_AND_RETRY,0.4751,2.0,307.58,32.09
FAIL_000654,PAY_004463,CUST_0262,SUB_0262,1739.87,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.466,2.0,808.85,83.7
FAIL_000027,PAY_000181,CUST_0015,SUB_0015,1187.03,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.436,2.0,515.6,56.44
FAIL_001140,PAY_007743,CUST_0458,SUB_0458,3086.94,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4821,2.0,1486.14,148.67
FAIL_002414,PAY_015044,CUST_0883,SUB_0883,1083.08,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4332,2.0,467.14,51.48
FAIL_001840,PAY_011987,CUST_0703,SUB_0703,360.66,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3514,2.0,124.73,16.36
FAIL_000903,PAY_006078,CUST_0369,SUB_0369,803.69,LIMIT_EXCEEDED,low_engagement,WAIT_AND_RETRY,0.319,2.0,254.35,33.44
FAIL_001719,PAY_011270,CUST_0662,SUB_0662,8298.83,AUTHENTICATION_FAILED,high_value_loyal,WAIT_AND_RETRY,0.5043,2.0,4182.8,400.16
FAIL_002233,PAY_014219,CUST_0832,SUB_0832,2452.06,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4875,2.0,1193.31,118.5
FAIL_002662,PAY_016408,CUST_0958,SUB_0958,1863.63,INSUFFICIENT_FUNDS,normal,WAIT_AND_RETRY,0.4879,2.0,907.18,90.31
FAIL_000815,PAY_005524,CUST_0335,SUB_0335,997.42,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3743,2.0,371.36,44.85
FAIL_002299,PAY_014496,CUST_0851,SUB_0851,741.13,BANK_DECLINED,normal,WAIT_AND_RETRY,0.4203,2.0,309.5,35.19
FAIL_000109,PAY_000678,CUST_0044,SUB_0044,781.5,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.4653,2.0,361.59,38.13
FAIL_002466,PAY_015207,CUST_0892,SUB_0892,429.37,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3771,2.0,159.91,19.94
FAIL_002070,PAY_013100,CUST_0766,SUB_0766,1882.53,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3444,2.0,646.3,80.34
FAIL_000953,PAY_006419,CUST_0386,SUB_0386,978.94,LIMIT_EXCEEDED,normal,WAIT_AND_RETRY,0.3925,2.0,382.19,44.96
FAIL_000896,PAY_006008,CUST_0364,SUB_0364,376.34,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4353,2.0,161.82,18.57
FAIL_000384,PAY_002602,CUST_0154,SUB_0154,413.01,BANK_DECLINED,reliable,WAIT_AND_RETRY,0.4651,2.0,190.1,20.62
FAIL_000123,PAY_000747,CUST_0047,SUB_0047,1330.55,CARD_EXPIRED,normal,WAIT_AND_RETRY,0.4095,2.0,542.82,61.8
FAIL_000131,PAY_000793,CUST_0051,SUB_0051,706.77,INSUFFICIENT_FUNDS,friction_prone,WAIT_AND_RETRY,0.4311,2.0,302.66,33.89
FAIL_001729,PAY_011337,CUST_0666,SUB_0666,1090.5,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.3764,2.0,408.42,49.07
FAIL_002419,PAY_015054,CUST_0883,SUB_0883,1083.08,LIMIT_EXCEEDED,friction_prone,WAIT_AND_RETRY,0.3472,2.0,374.05,46.85
FAIL_000357,PAY_002348,CUST_0138,SUB_0138,1037.22,LIMIT_EXCEEDED,reliable,WAIT_AND_RETRY,0.4293,2.0,443.28,49.2
FAIL_002234,PAY_014224,CUST_0832,SUB_0832,2452.06,BANK_DECLINED,normal,WAIT_AND_RETRY,0.4277,2.0,1046.71,114.81
FAIL_002772,PAY_017079,CUST_0993,SUB_0993,6771.64,BANK_DECLINED,high_value_loyal,WAIT_AND_RETRY,0.4714,2.0,3190.04,323.62
FAIL_000420,PAY_002758,CUST_0162,SUB_0162,293.46,INSUFFICIENT_FUNDS,low_engagement,WAIT_AND_RETRY,0.4034,2.0,116.38,14.33
FAIL_000572,PAY_003822,CUST_0224,SUB_0224,1274.95,BANK_DECLINED,low_engagement,WAIT_AND_RETRY,0.3387,2.0,429.78,54.25
FAIL_000915,PAY_006138,CUST_0372,SUB_0372,454.36,BANK_DECLINED,friction_prone,WAIT_AND_RETRY,0.377,2.0,169.28,21.04
FAIL_001004,PAY_006746,CUST_0406,SUB_0406,449.13,LIMIT_EXCEEDED,low_engagement,WAIT_AND_RETRY,0.3183,2.0,140.95,19.1
FAIL_001127,PAY_007592,CUST_0449,SUB_0449,688.54,AUTHENTICATION_FAILED,low_engagement,WAIT_AND_RETRY,0.3577,2.0,244.27,30.6
FAIL_000103,PAY_000585,CUST_0039,SUB_0039,13129.92,CARD_EXPIRED,high_value_loyal,WAIT_AND_RETRY,0.4676,2.0,6137.23,625.51
FAIL_000457,PAY_002994,CUST_0173,SUB_0173,655.36,CARD_EXPIRED,low_engagement,WAIT_AND_RETRY,0.3344,2.0,217.13,28.18
FAIL_002620,PAY_016129,CUST_0942,SUB_0942,568.27,AUTHENTICATION_FAILED,friction_prone,WAIT_AND_RETRY,0.3975,2.0,223.91,26.66
