failure_id,payment_id,customer_id,subscription_id,failure_reason,retry_now_probability,wait_and_retry_probability,send_reminder_probability,payment_link_probability,update_payment_method_probability,no_action_probability
FAIL_002204,PAY_014057,CUST_0821,SUB_0821,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_002205,PAY_014062,CUST_0821,SUB_0821,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002206,PAY_014079,CUST_0823,SUB_0823,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_002207,PAY_014085,CUST_0823,SUB_0823,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_002208,PAY_014093,CUST_0824,SUB_0824,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002209,PAY_014096,CUST_0824,SUB_0824,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002210,PAY_014098,CUST_0824,SUB_0824,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002211,PAY_014099,CUST_0824,SUB_0824,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002212,PAY_014101,CUST_0824,SUB_0824,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_002213,PAY_014105,CUST_0824,SUB_0824,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_002214,PAY_014110,CUST_0824,SUB_0824,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002215,PAY_014117,CUST_0825,SUB_0825,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_002216,PAY_014118,CUST_0825,SUB_0825,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_002217,PAY_014133,CUST_0825,SUB_0825,CARD_EXPIRED,0.0676,0.0676,0.2656,0.4456,0.8956,0.0
FAIL_002218,PAY_014137,CUST_0827,SUB_0827,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002219,PAY_014138,CUST_0827,SUB_0827,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002220,PAY_014139,CUST_0827,SUB_0827,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002221,PAY_014145,CUST_0827,SUB_0827,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002222,PAY_014146,CUST_0827,SUB_0827,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002223,PAY_014150,CUST_0827,SUB_0827,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002224,PAY_014160,CUST_0830,SUB_0830,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002225,PAY_014173,CUST_0830,SUB_0830,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002226,PAY_014174,CUST_0830,SUB_0830,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002227,PAY_014178,CUST_0830,SUB_0830,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002228,PAY_014187,CUST_0831,SUB_0831,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_002229,PAY_014200,CUST_0831,SUB_0831,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_002230,PAY_014213,CUST_0832,SUB_0832,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_002231,PAY_014216,CUST_0832,SUB_0832,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002232,PAY_014217,CUST_0832,SUB_0832,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_002233,PAY_014219,CUST_0832,SUB_0832,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002234,PAY_014224,CUST_0832,SUB_0832,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_002235,PAY_014227,CUST_0832,SUB_0832,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002236,PAY_014230,CUST_0832,SUB_0832,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_002237,PAY_014241,CUST_0835,SUB_0835,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002238,PAY_014244,CUST_0835,SUB_0835,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_002239,PAY_014250,CUST_0835,SUB_0835,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002240,PAY_014265,CUST_0836,SUB_0836,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_002241,PAY_014269,CUST_0836,SUB_0836,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_002242,PAY_014271,CUST_0836,SUB_0836,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_002243,PAY_014272,CUST_0836,SUB_0836,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002244,PAY_014274,CUST_0836,SUB_0836,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002245,PAY_014278,CUST_0836,SUB_0836,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002246,PAY_014279,CUST_0836,SUB_0836,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002247,PAY_014290,CUST_0838,SUB_0838,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002248,PAY_014298,CUST_0838,SUB_0838,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_002249,PAY_014309,CUST_0839,SUB_0839,INSUFFICIENT_FUNDS,0.246,0.646,0.408,0.508,0.208,0.0
FAIL_002250,PAY_014315,CUST_0839,SUB_0839,BANK_DECLINED,0.246,0.546,0.308,0.458,0.258,0.0
FAIL_002251,PAY_014362,CUST_0841,SUB_0841,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002252,PAY_014363,CUST_0841,SUB_0841,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002253,PAY_014364,CUST_0841,SUB_0841,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002254,PAY_014369,CUST_0841,SUB_0841,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002255,PAY_014372,CUST_0841,SUB_0841,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002256,PAY_014380,CUST_0842,SUB_0842,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_002257,PAY_014385,CUST_0842,SUB_0842,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_002258,PAY_014387,CUST_0842,SUB_0842,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_002259,PAY_014390,CUST_0842,SUB_0842,INSUFFICIENT_FUNDS,0.2176,0.6176,0.4156,0.5456,0.2456,0.0
FAIL_002260,PAY_014391,CUST_0842,SUB_0842,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_002261,PAY_014392,CUST_0843,SUB_0843,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_002262,PAY_014394,CUST_0843,SUB_0843,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002263,PAY_014395,CUST_0843,SUB_0843,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_002264,PAY_014397,CUST_0843,SUB_0843,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_002265,PAY_014399,CUST_0843,SUB_0843,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002266,PAY_014401,CUST_0843,SUB_0843,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002267,PAY_014408,CUST_0843,SUB_0843,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_002268,PAY_014410,CUST_0843,SUB_0843,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_002269,PAY_014413,CUST_0843,SUB_0843,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_002270,PAY_014414,CUST_0843,SUB_0843,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002271,PAY_014415,CUST_0844,SUB_0844,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002272,PAY_014416,CUST_0844,SUB_0844,LIMIT_EXCEEDED,0.04,0.19,0.174,0.524,0.324,0.0
FAIL_002273,PAY_014417,CUST_0844,SUB_0844,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002274,PAY_014418,CUST_0844,SUB_0844,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002275,PAY_014419,CUST_0845,SUB_0845,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_002276,PAY_014421,CUST_0845,SUB_0845,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_002277,PAY_014430,CUST_0845,SUB_0845,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002278,PAY_014432,CUST_0846,SUB_0846,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002279,PAY_014434,CUST_0846,SUB_0846,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002280,PAY_014435,CUST_0846,SUB_0846,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_002281,PAY_014437,CUST_0846,SUB_0846,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002282,PAY_014438,CUST_0846,SUB_0846,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002283,PAY_014439,CUST_0846,SUB_0846,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_002284,PAY_014441,CUST_0846,SUB_0846,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002285,PAY_014445,CUST_0847,SUB_0847,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002286,PAY_014447,CUST_0847,SUB_0847,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002287,PAY_014449,CUST_0847,SUB_0847,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002288,PAY_014450,CUST_0847,SUB_0847,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002289,PAY_014452,CUST_0847,SUB_0847,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_002290,PAY_014458,CUST_0847,SUB_0847,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002291,PAY_014463,CUST_0848,SUB_0848,LIMIT_EXCEEDED,0.1176,0.2676,0.2656,0.6456,0.4456,0.0
FAIL_002292,PAY_014464,CUST_0849,SUB_0849,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002293,PAY_014465,CUST_0849,SUB_0849,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002294,PAY_014467,CUST_0849,SUB_0849,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002295,PAY_014468,CUST_0849,SUB_0849,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002296,PAY_014469,CUST_0849,SUB_0849,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002297,PAY_014485,CUST_0851,SUB_0851,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_002298,PAY_014489,CUST_0851,SUB_0851,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_002299,PAY_014496,CUST_0851,SUB_0851,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_002300,PAY_014497,CUST_0851,SUB_0851,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_002301,PAY_014499,CUST_0851,SUB_0851,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_002302,PAY_014500,CUST_0851,SUB_0851,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002303,PAY_014521,CUST_0853,SUB_0853,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002304,PAY_014523,CUST_0853,SUB_0853,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002305,PAY_014525,CUST_0853,SUB_0853,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002306,PAY_014529,CUST_0853,SUB_0853,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002307,PAY_014535,CUST_0853,SUB_0853,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_002308,PAY_014539,CUST_0853,SUB_0853,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002309,PAY_014540,CUST_0854,SUB_0854,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002310,PAY_014541,CUST_0854,SUB_0854,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_002311,PAY_014548,CUST_0854,SUB_0854,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_002312,PAY_014553,CUST_0854,SUB_0854,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002313,PAY_014558,CUST_0854,SUB_0854,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_002314,PAY_014561,CUST_0854,SUB_0854,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002315,PAY_014562,CUST_0854,SUB_0854,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002316,PAY_014565,CUST_0854,SUB_0854,AUTHENTICATION_FAILED,0.026,0.076,0.246,0.346,0.546,0.0
FAIL_002317,PAY_014574,CUST_0855,SUB_0855,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002318,PAY_014577,CUST_0855,SUB_0855,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002319,PAY_014579,CUST_0855,SUB_0855,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002320,PAY_014580,CUST_0855,SUB_0855,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_002321,PAY_014590,CUST_0856,SUB_0856,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002322,PAY_014600,CUST_0857,SUB_0857,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002323,PAY_014601,CUST_0857,SUB_0857,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002324,PAY_014605,CUST_0857,SUB_0857,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002325,PAY_014607,CUST_0857,SUB_0857,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_002326,PAY_014610,CUST_0857,SUB_0857,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002327,PAY_014611,CUST_0857,SUB_0857,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002328,PAY_014614,CUST_0857,SUB_0857,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002329,PAY_014628,CUST_0860,SUB_0860,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_002330,PAY_014630,CUST_0860,SUB_0860,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002331,PAY_014665,CUST_0862,SUB_0862,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002332,PAY_014668,CUST_0862,SUB_0862,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002333,PAY_014672,CUST_0862,SUB_0862,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002334,PAY_014673,CUST_0862,SUB_0862,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002335,PAY_014680,CUST_0862,SUB_0862,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002336,PAY_014687,CUST_0862,SUB_0862,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002337,PAY_014689,CUST_0862,SUB_0862,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002338,PAY_014691,CUST_0862,SUB_0862,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002339,PAY_014722,CUST_0863,SUB_0863,AUTHENTICATION_FAILED,0.0676,0.1176,0.4156,0.5456,0.7456,0.0
FAIL_002340,PAY_014735,CUST_0864,SUB_0864,NETWORK_ERROR,0.8676,0.7176,0.3156,0.3956,0.1956,0.0
FAIL_002341,PAY_014753,CUST_0864,SUB_0864,BANK_DECLINED,0.2176,0.5176,0.3156,0.4956,0.2956,0.0
FAIL_002342,PAY_014755,CUST_0865,SUB_0865,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002343,PAY_014757,CUST_0865,SUB_0865,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002344,PAY_014763,CUST_0865,SUB_0865,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002345,PAY_014765,CUST_0865,SUB_0865,BANK_DECLINED,0.2,0.5,0.262,0.412,0.212,0.0
FAIL_002346,PAY_014769,CUST_0865,SUB_0865,LIMIT_EXCEEDED,0.1,0.25,0.212,0.562,0.362,0.0
FAIL_002347,PAY_014780,CUST_0866,SUB_0866,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002348,PAY_014781,CUST_0866,SUB_0866,AUTHENTICATION_FAILED,0.01,0.04,0.324,0.424,0.624,0.0
FAIL_002349,PAY_014786,CUST_0866,SUB_0866,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002350,PAY_014792,CUST_0866,SUB_0866,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002351,PAY_014793,CUST_0866,SUB_0866,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002352,PAY_014794,CUST_0866,SUB_0866,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002353,PAY_014795,CUST_0866,SUB_0866,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002354,PAY_014796,CUST_0866,SUB_0866,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002355,PAY_014799,CUST_0866,SUB_0866,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002356,PAY_014806,CUST_0867,SUB_0867,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_002357,PAY_014807,CUST_0867,SUB_0867,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002358,PAY_014811,CUST_0867,SUB_0867,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002359,PAY_014818,CUST_0867,SUB_0867,CARD_EXPIRED,0.05,0.05,0.212,0.362,0.812,0.0
FAIL_002360,PAY_014825,CUST_0867,SUB_0867,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002361,PAY_014833,CUST_0868,SUB_0868,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_002362,PAY_014852,CUST_0870,SUB_0870,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_002363,PAY_014860,CUST_0870,SUB_0870,NETWORK_ERROR,0.85,0.7,0.262,0.312,0.112,0.0
FAIL_002364,PAY_014874,CUST_0872,SUB_0872,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002365,PAY_014883,CUST_0872,SUB_0872,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_002366,PAY_014887,CUST_0872,SUB_0872,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002367,PAY_014889,CUST_0872,SUB_0872,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002368,PAY_014898,CUST_0873,SUB_0873,INSUFFICIENT_FUNDS,0.2,0.6,0.362,0.462,0.162,0.0
FAIL_002369,PAY_014900,CUST_0874,SUB_0874,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_002370,PAY_014905,CUST_0874,SUB_0874,LIMIT_EXCEEDED,0.076,0.226,0.096,0.446,0.246,0.0
FAIL_002371,PAY_014908,CUST_0874,SUB_0874,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002372,PAY_014910,CUST_0874,SUB_0874,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002373,PAY_014911,CUST_0874,SUB_0874,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002374,PAY_014913,CUST_0874,SUB_0874,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002375,PAY_014917,CUST_0874,SUB_0874,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002376,PAY_014918,CUST_0874,SUB_0874,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002377,PAY_014922,CUST_0874,SUB_0874,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_002378,PAY_014923,CUST_0874,SUB_0874,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002379,PAY_014928,CUST_0875,SUB_0875,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002380,PAY_014929,CUST_0875,SUB_0875,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002381,PAY_014933,CUST_0875,SUB_0875,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_002382,PAY_014935,CUST_0875,SUB_0875,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002383,PAY_014937,CUST_0875,SUB_0875,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_002384,PAY_014938,CUST_0875,SUB_0875,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_002385,PAY_014941,CUST_0875,SUB_0875,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002386,PAY_014942,CUST_0875,SUB_0875,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002387,PAY_014943,CUST_0875,SUB_0875,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_002388,PAY_014946,CUST_0875,SUB_0875,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002389,PAY_014948,CUST_0875,SUB_0875,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002390,PAY_014949,CUST_0875,SUB_0875,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002391,PAY_014950,CUST_0875,SUB_0875,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002392,PAY_014952,CUST_0875,SUB_0875,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_002393,PAY_014953,CUST_0875,SUB_0875,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002394,PAY_014954,CUST_0875,SUB_0875,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002395,PAY_014955,CUST_0875,SUB_0875,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002396,PAY_014956,CUST_0875,SUB_0875,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002397,PAY_014957,CUST_0876,SUB_0876,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002398,PAY_014958,CUST_0877,SUB_0877,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002399,PAY_014959,CUST_0877,SUB_0877,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_002400,PAY_014960,CUST_0877,SUB_0877,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002401,PAY_014961,CUST_0877,SUB_0877,CARD_EXPIRED,0.01,0.01,0.174,0.324,0.774,0.0
FAIL_002402,PAY_014978,CUST_0879,SUB_0879,CARD_EXPIRED,0.026,0.026,0.096,0.246,0.696,0.0
FAIL_002403,PAY_014988,CUST_0879,SUB_0879,BANK_DECLINED,0.176,0.476,0.146,0.296,0.096,0.0
FAIL_002404,PAY_014994,CUST_0880,SUB_0880,NETWORK_ERROR,0.826,0.676,0.146,0.196,0.01,0.0
FAIL_002405,PAY_014997,CUST_0880,SUB_0880,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002406,PAY_014998,CUST_0880,SUB_0880,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002407,PAY_015002,CUST_0880,SUB_0880,INSUFFICIENT_FUNDS,0.176,0.576,0.246,0.346,0.046,0.0
FAIL_002408,PAY_015020,CUST_0881,SUB_0881,INSUFFICIENT_FUNDS,0.246,0.646,0.408,0.508,0.208,0.0
FAIL_002409,PAY_015037,CUST_0883,SUB_0883,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
FAIL_002410,PAY_015039,CUST_0883,SUB_0883,NETWORK_ERROR,0.79,0.64,0.224,0.274,0.074,0.0
FAIL_002411,PAY_015040,CUST_0883,SUB_0883,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002412,PAY_015042,CUST_0883,SUB_0883,BANK_DECLINED,0.14,0.44,0.224,0.374,0.174,0.0
FAIL_002413,PAY_015043,CUST_0883,SUB_0883,INSUFFICIENT_FUNDS,0.14,0.54,0.324,0.424,0.124,0.0
